,Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,Positive,Negative,Neutral,Count
0,2021-09-30,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,258.49334716796875,53868000,TSLA,55.55555555555556,14.444444444444445,30.0,90
1,2021-10-01,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200,TSLA,50.0,22.340425531914892,27.659574468085108,94
2,2021-10-04,265.5,268.989990234375,258.7066650390625,260.510009765625,260.510009765625,91449900,TSLA,42.016806722689076,20.168067226890756,37.81512605042017,119
3,2021-10-05,261.6000061035156,265.7699890136719,258.0666809082031,260.1966552734375,260.1966552734375,55297800,TSLA,48.86363636363637,22.727272727272727,28.40909090909091,88
4,2021-10-06,258.7333374023437,262.2200012207031,257.739990234375,260.9166564941406,260.9166564941406,43898400,TSLA,52.56410256410256,11.538461538461538,35.8974358974359,78
5,2021-10-07,261.82000732421875,268.3333435058594,261.1266784667969,264.53668212890625,264.53668212890625,57587400,TSLA,47.44525547445255,15.328467153284672,37.22627737226277,137
6,2021-10-08,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,261.8299865722656,50215800,TSLA,61.111111111111114,14.444444444444445,24.444444444444443,90
7,2021-10-11,262.54998779296875,267.0799865722656,261.8333435058594,263.9800109863281,263.9800109863281,42600900,TSLA,46.31578947368421,22.105263157894736,31.57894736842105,95
8,2021-10-12,266.9766540527344,270.7733459472656,265.5233459472656,268.5733337402344,268.5733337402344,66060000,TSLA,49.56521739130435,12.173913043478262,38.26086956521739,115
9,2021-10-13,270.1566772460937,271.8033447265625,268.59332275390625,270.3599853515625,270.3599853515625,42360300,TSLA,44.827586206896555,16.091954022988507,39.08045977011494,87
10,2021-10-14,271.8299865722656,273.4166564941406,271.1166687011719,272.7733459472656,272.7733459472656,36741600,TSLA,46.728971962616825,16.822429906542055,36.44859813084112,107
11,2021-10-15,274.5799865722656,281.07000732421875,274.1166687011719,281.010009765625,281.010009765625,56773800,TSLA,45.070422535211264,17.6056338028169,37.32394366197183,142
12,2021-10-18,283.92999267578125,291.7533264160156,283.8233337402344,290.03668212890625,290.03668212890625,72621600,TSLA,54.054054054054056,13.513513513513514,32.432432432432435,148
13,2021-10-19,292.510009765625,292.6499938964844,287.5033264160156,288.0899963378906,288.0899963378906,52143300,TSLA,56.25,18.75,25.0,112
14,2021-10-20,288.45001220703125,289.8299865722656,285.7933349609375,288.6000061035156,288.6000061035156,42096300,TSLA,46.55172413793103,16.091954022988507,37.35632183908046,174
15,2021-10-21,285.3333435058594,300.0,285.1666564941406,298.0,298.0,94444500,TSLA,43.888888888888886,14.444444444444445,41.666666666666664,180
16,2021-10-22,298.5,303.3333435058594,296.9866638183594,303.2266540527344,303.2266540527344,68642400,TSLA,51.49700598802395,11.377245508982035,37.125748502994014,167
17,2021-10-25,316.84332275390625,348.3399963378906,314.7333374023437,341.6199951171875,341.6199951171875,188556300,TSLA,44.15584415584416,13.203463203463203,42.64069264069264,462
18,2021-10-26,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,339.4766540527344,187245000,TSLA,53.78151260504202,15.126050420168067,31.092436974789916,238
19,2021-10-27,346.5533447265625,356.9599914550781,343.59332275390625,345.9533386230469,345.9533386230469,115579500,TSLA,50.282485875706215,14.689265536723164,35.02824858757062,177
20,2021-10-28,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,359.0133361816406,81639600,TSLA,49.6,22.4,28.0,125
21,2021-10-29,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,371.3333435058594,89755200,TSLA,48.148148148148145,14.814814814814815,37.03703703703704,189
22,2021-11-01,381.6666564941406,403.25,372.88665771484375,402.86334228515625,402.86334228515625,168146100,TSLA,47.12643678160919,17.24137931034483,35.632183908045974,261
23,2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,TSLA,49.26829268292683,20.975609756097562,29.75609756097561,205
24,2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,TSLA,51.53846153846154,17.692307692307693,30.76923076923077,130
25,2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,TSLA,55.033557046979865,14.765100671140939,30.201342281879196,149
26,2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,TSLA,55.056179775280896,16.853932584269664,28.089887640449437,89
27,2021-11-08,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,TSLA,47.004608294930875,18.433179723502302,34.56221198156682,217
