Date,Positive,Negative,Neutral,Count
2021-09-30,55.55555555555556,14.444444444444445,30.0,90
2021-10-01,50.0,22.340425531914892,27.659574468085108,94
2021-10-02,51.724137931034484,14.655172413793103,33.62068965517241,116
2021-10-03,60.65573770491803,16.39344262295082,22.950819672131146,61
2021-10-04,42.016806722689076,20.168067226890756,37.81512605042017,119
2021-10-05,48.86363636363637,22.727272727272727,28.40909090909091,88
2021-10-06,52.56410256410256,11.538461538461538,35.8974358974359,78
2021-10-07,47.44525547445255,15.328467153284672,37.22627737226277,137
2021-10-08,61.111111111111114,14.444444444444445,24.444444444444443,90
2021-10-09,66.66666666666667,7.142857142857143,26.19047619047619,84
2021-10-10,52.30769230769231,18.46153846153846,29.23076923076923,65
2021-10-11,46.31578947368421,22.105263157894736,31.57894736842105,95
2021-10-12,49.56521739130435,12.173913043478262,38.26086956521739,115
2021-10-13,44.827586206896555,16.091954022988507,39.08045977011494,87
2021-10-14,46.728971962616825,16.822429906542055,36.44859813084112,107
2021-10-15,45.070422535211264,17.6056338028169,37.32394366197183,142
2021-10-16,48.648648648648646,12.162162162162161,39.189189189189186,74
2021-10-17,53.06122448979592,15.306122448979592,31.632653061224488,98
2021-10-18,54.054054054054056,13.513513513513514,32.432432432432435,148
2021-10-19,56.25,18.75,25.0,112
2021-10-20,46.55172413793103,16.091954022988507,37.35632183908046,174
2021-10-21,43.888888888888886,14.444444444444445,41.666666666666664,180
2021-10-22,51.49700598802395,11.377245508982035,37.125748502994014,167
2021-10-23,43.333333333333336,13.333333333333334,43.333333333333336,60
2021-10-24,56.92307692307692,9.23076923076923,33.84615384615385,65
2021-10-25,44.15584415584416,13.203463203463203,42.64069264069264,462
2021-10-26,53.78151260504202,15.126050420168067,31.092436974789916,238
2021-10-27,50.282485875706215,14.689265536723164,35.02824858757062,177
2021-10-28,49.6,22.4,28.0,125
2021-10-29,48.148148148148145,14.814814814814815,37.03703703703704,189
2021-10-30,56.8421052631579,18.94736842105263,24.210526315789473,95
2021-10-31,63.63636363636363,11.11111111111111,25.252525252525253,99
2021-11-01,47.12643678160919,17.24137931034483,35.632183908045974,261
2021-11-02,49.26829268292683,20.975609756097562,29.75609756097561,205
2021-11-03,51.53846153846154,17.692307692307693,30.76923076923077,130
2021-11-04,55.033557046979865,14.765100671140939,30.201342281879196,149
2021-11-05,55.056179775280896,16.853932584269664,28.089887640449437,89
2021-11-06,51.37614678899082,16.513761467889907,32.11009174311926,109
2021-11-07,43.44827586206897,24.137931034482758,32.41379310344828,145
2021-11-08,47.004608294930875,18.433179723502302,34.56221198156682,217
2021-11-09,47.2636815920398,25.37313432835821,27.36318407960199,201
2021-11-10,44.973544973544975,19.047619047619047,35.97883597883598,189
2021-11-11,51.65562913907285,18.543046357615893,29.801324503311257,151
2021-11-12,54.263565891472865,16.27906976744186,29.45736434108527,129
2021-11-13,53.6231884057971,20.28985507246377,26.08695652173913,69
2021-11-14,55.172413793103445,20.689655172413794,24.137931034482758,87
2021-11-15,44.370860927152314,20.52980132450331,35.09933774834437,151
2021-11-16,50.3875968992248,18.6046511627907,31.007751937984494,129
2021-11-17,46.902654867256636,13.274336283185841,39.823008849557525,113
2021-11-18,48.4375,21.875,29.6875,128
2021-11-19,45.52845528455285,16.260162601626018,38.21138211382114,123
2021-11-20,49.27536231884058,20.28985507246377,30.434782608695652,69
2021-11-21,56.41025641025641,20.512820512820515,23.076923076923077,78
2021-11-22,51.61290322580645,16.129032258064516,32.25806451612903,124
2021-11-23,53.96825396825397,16.666666666666668,29.365079365079364,126
2021-11-24,47.95918367346939,18.367346938775512,33.673469387755105,98
2021-11-25,60.65573770491803,13.114754098360656,26.229508196721312,61
2021-11-26,40.229885057471265,26.436781609195403,33.333333333333336,87
2021-11-27,51.06382978723404,23.404255319148938,25.53191489361702,47
2021-11-28,77.27272727272727,6.818181818181818,15.909090909090908,44
2021-11-29,51.54639175257732,12.371134020618557,36.08247422680412,97
2021-11-30,41.83673469387755,20.408163265306122,37.755102040816325,98
2021-12-01,56.52173913043478,20.869565217391305,22.608695652173914,115
2021-12-02,45.689655172413794,16.379310344827587,37.93103448275862,116
2021-12-03,47.00854700854701,17.094017094017094,35.8974358974359,117
2021-12-04,51.470588235294116,17.647058823529413,30.88235294117647,68
2021-12-05,59.42028985507246,14.492753623188406,26.08695652173913,69
2021-12-06,54.037267080745345,19.875776397515526,26.08695652173913,161
2021-12-07,48.275862068965516,13.793103448275861,37.93103448275862,116
2021-12-08,57.84313725490196,13.72549019607843,28.431372549019606,102
2021-12-09,45.794392523364486,24.299065420560748,29.906542056074766,107
2021-12-10,45.87155963302752,16.513761467889907,37.61467889908257,109
2021-12-11,53.521126760563384,26.760563380281692,19.718309859154928,71
2021-12-12,52.94117647058823,13.72549019607843,33.333333333333336,51
2021-12-13,43.93939393939394,16.666666666666668,39.39393939393939,132
2021-12-14,45.11278195488722,16.541353383458645,38.34586466165413,133
2021-12-15,56.86274509803921,19.607843137254903,23.529411764705884,102
2021-12-16,46.49122807017544,21.05263157894737,32.45614035087719,114
2021-12-17,56.63716814159292,18.58407079646018,24.778761061946902,113
2021-12-18,59.61538461538461,13.461538461538462,26.923076923076923,52
2021-12-19,58.73015873015873,19.047619047619047,22.22222222222222,63
2021-12-20,45.09803921568628,23.529411764705884,31.372549019607842,102
2021-12-21,50.98039215686274,18.627450980392158,30.392156862745097,102
2021-12-22,42.51497005988024,16.766467065868262,40.7185628742515,167
2021-12-23,51.94805194805195,13.636363636363637,34.41558441558441,154
2021-12-24,53.01204819277108,9.63855421686747,37.34939759036145,83
2021-12-25,63.63636363636363,9.090909090909092,27.272727272727273,55
2021-12-26,66.66666666666667,7.017543859649122,26.31578947368421,57
2021-12-27,56.89655172413793,11.206896551724139,31.896551724137932,116
2021-12-28,57.142857142857146,7.619047619047619,35.23809523809524,105
2021-12-29,44.91017964071856,19.760479041916167,35.32934131736527,167
2021-12-30,47.15447154471545,23.577235772357724,29.26829268292683,123
2021-12-31,50.0,17.96875,32.03125,128
2022-01-01,68.1159420289855,8.695652173913043,23.18840579710145,69
2022-01-02,49.246231155778894,15.577889447236181,35.175879396984925,199
2022-01-03,42.671009771986974,17.263843648208468,40.06514657980456,307
2022-01-04,43.57142857142857,17.857142857142858,38.57142857142857,140
2022-01-05,50.64935064935065,22.07792207792208,27.272727272727273,154
2022-01-06,45.2991452991453,14.52991452991453,40.17094017094017,117
2022-01-07,49.629629629629626,14.814814814814815,35.55555555555556,135
2022-01-08,58.22784810126582,17.72151898734177,24.050632911392405,79
2022-01-09,64.28571428571429,10.714285714285714,25.0,56
2022-01-10,47.333333333333336,19.333333333333332,33.333333333333336,150
2022-01-11,41.28440366972477,14.678899082568808,44.03669724770642,109
2022-01-12,48.97959183673469,17.687074829931973,33.333333333333336,147
2022-01-13,51.92307692307692,19.871794871794872,28.205128205128204,156
2022-01-14,50.920245398773005,16.56441717791411,32.515337423312886,163
2022-01-15,49.333333333333336,13.333333333333334,37.333333333333336,75
2022-01-16,53.84615384615385,21.153846153846153,25.0,104
2022-01-17,50.0,16.666666666666668,33.333333333333336,72
2022-01-18,49.494949494949495,20.2020202020202,30.303030303030305,99
2022-01-19,36.633663366336634,23.762376237623762,39.603960396039604,101
2022-01-20,56.73076923076923,17.307692307692307,25.96153846153846,104
2022-01-21,50.314465408805034,26.41509433962264,23.270440251572328,159
2022-01-22,52.0,17.333333333333332,30.666666666666668,75
2022-01-23,45.90163934426229,16.39344262295082,37.704918032786885,61
2022-01-24,46.951219512195124,22.5609756097561,30.48780487804878,164
2022-01-25,46.496815286624205,18.471337579617835,35.031847133757964,157
2022-01-26,45.54140127388535,18.471337579617835,35.98726114649681,314
2022-01-27,47.52851711026616,23.954372623574145,28.517110266159698,263
2022-01-28,49.73262032085562,18.71657754010695,31.550802139037433,187
2022-01-29,55.68181818181818,23.863636363636363,20.454545454545453,88
2022-01-30,53.94736842105263,21.05263157894737,25.0,76
2022-01-31,49.61832061068702,16.793893129770993,33.587786259541986,131
2022-02-01,50.0,23.68421052631579,26.31578947368421,114
2022-02-02,46.875,20.833333333333332,32.291666666666664,96
2022-02-03,52.0,26.0,22.0,100
2022-02-04,56.79012345679013,16.049382716049383,27.160493827160494,81
2022-02-05,59.15492957746479,18.309859154929576,22.535211267605632,71
2022-02-06,60.0,10.909090909090908,29.09090909090909,55
2022-02-07,43.373493975903614,28.91566265060241,27.710843373493976,83
2022-02-08,52.72727272727273,13.636363636363637,33.63636363636363,110
2022-02-09,49.42528735632184,17.24137931034483,33.333333333333336,87
2022-02-10,54.411764705882355,14.705882352941176,30.88235294117647,68
2022-02-11,54.54545454545455,23.232323232323232,22.22222222222222,99
2022-02-12,48.38709677419355,22.580645161290324,29.032258064516128,62
2022-02-13,50.0,12.0,38.0,50
2022-02-14,53.50877192982456,17.54385964912281,28.94736842105263,114
2022-02-15,60.22727272727273,12.5,27.272727272727273,88
2022-02-16,48.0,20.0,32.0,75
2022-02-17,50.0,21.568627450980394,28.431372549019606,102
2022-02-18,52.94117647058823,17.647058823529413,29.41176470588235,85
2022-02-19,59.45945945945946,14.864864864864865,25.675675675675677,74
2022-02-20,59.67741935483871,11.290322580645162,29.032258064516128,62
2022-02-21,35.714285714285715,23.80952380952381,40.476190476190474,42
2022-02-22,56.310679611650485,19.41747572815534,24.271844660194176,103
2022-02-23,51.94805194805195,20.77922077922078,27.272727272727273,154
2022-02-24,47.16981132075472,27.358490566037737,25.471698113207548,106
2022-02-25,49.18032786885246,21.311475409836067,29.508196721311474,61
2022-02-26,57.57575757575758,27.272727272727273,15.151515151515152,33
2022-02-27,58.333333333333336,13.88888888888889,27.77777777777778,36
2022-02-28,51.45631067961165,15.533980582524272,33.00970873786408,103
2022-03-01,52.63157894736842,11.842105263157896,35.526315789473685,76
